Date Of Stop	Time Of Stop	SubAgency	Location	Year	Color	Race	Gender	Geolocation	Label
05/29/2018	19:59:00	2nd district, Bethesda	RIVER RD AT VENTNOR RD	2017	BLACK	WHITE	F	(38.961835, -77.0992633333333)	1
05/29/2018	19:59:00	2nd district, Bethesda	RIVER RD AT VENTNOR RD	2017	BLACK	WHITE	F	(38.961835, -77.0992633333333)	1
05/29/2018	19:59:00	2nd district, Bethesda	RIVER RD AT VENTNOR RD	2017	BLACK	WHITE	F	(38.961835, -77.0992633333333)	1
05/29/2018	19:59:00	2nd district, Bethesda	RIVER RD AT VENTNOR RD	2017	BLACK	WHITE	F	(38.961835, -77.0992633333333)	1
05/29/2018	19:59:00	2nd district, Bethesda	RIVER RD AT VENTNOR RD	2017	BLACK	WHITE	F	(38.961835, -77.0992633333333)	1
06/08/2016	10:19:00	2nd district, Bethesda	MASSACHUSETTS AVE @ WESTBARD AVE	2008	BLACK	WHITE	M	(38.96184, -77.1183333333333)	1
08/15/2013	09:13:00	2nd district, Bethesda	N/B WESTBARD AVE @ WESTBARD CIR	2013	GRAY	WHITE	M	(38.9618461833333, -77.1065104833333)	1
09/02/2017	12:12:00	2nd district, Bethesda	CROMWELL DR/CHRISTY DR	2008	BLACK	WHITE	M	(38.9618466666667, -77.1156216666667)	1
01/29/2013	11:17:00	2nd district, Bethesda	N/B WESTBARD AVE @ WESTBARD CIR	2000	BLUE, DARK	WHITE	M	(38.9618533166667, -77.1065102333333)	1
01/25/2013	11:16:00	2nd district, Bethesda	N/B WESTBARD AVE @ WESTBARD CIR	2005	GOLD	WHITE	F	(38.9618552, -77.1066419166667)	1
02/06/2013	10:52:00	2nd district, Bethesda	N/B WESTBARD AVE @ WESTBARD CIR	2010	BLACK	WHITE	F	(38.9618554, -77.1065322166667)	1
03/23/2018	16:38:00	2nd district, Bethesda	WISCONSIN AVE/WISCONSIN CIRCLE	2010	SILVER	OTHER	F	(38.9618566666667, -77.0858316666667)	1
03/28/2012	08:43:00	2nd district, Bethesda	N/B WESTBARD AVE @ WESTBARD CIR	2006	GRAY	WHITE	F	(38.9618577, -77.1066274666667)	1
01/07/2013	16:34:00	2nd district, Bethesda	N/B WESTBARD AVE @ WESTBARD CIR	2003	BLACK	WHITE	F	(38.96185955, -77.1065764333333)	1
06/05/2015	12:15:00	2nd district, Bethesda	FRIENSHIP BLVD/WILLARD AVE	2008	WHITE	WHITE	F	(38.96186, -77.0889166666667)	1
03/31/2015	18:46:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	0	WHITE	WHITE	M	(38.9618633333333, -77.0881383333333)	1
10/18/2013	16:31:00	2nd district, Bethesda	FRIENDSHIP BLVD @ WILLARD AVE	2011	SILVER	WHITE	F	(38.9618633333333, -77.08887)	1
01/29/2013	10:56:00	2nd district, Bethesda	N/B WESTBARD AVE @ WESTBARD CIR	2004	BLUE, DARK	WHITE	F	(38.96186475, -77.10657245)	1
08/15/2015	18:11:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2012	WHITE	WHITE	M	(38.9618666666667, -77.088165)	1
04/11/2015	16:30:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2014	ORANGE	BLACK	M	(38.9618716666667, -77.088315)	1
09/28/2017	08:27:00	2nd district, Bethesda	RIVER RD/LITTLE FALLS PARKWAY	1983	WHITE	WHITE	M	(38.961875, -77.102225)	1
09/28/2017	08:27:00	2nd district, Bethesda	RIVER RD/LITTLE FALLS PARKWAY	1983	WHITE	WHITE	M	(38.961875, -77.102225)	1
09/28/2017	08:27:00	2nd district, Bethesda	RIVER RD/LITTLE FALLS PARKWAY	1983	WHITE	WHITE	M	(38.961875, -77.102225)	1
01/19/2016	17:21:00	2nd district, Bethesda	SHOEMAKER FARM LA @ WILLARD AVE	2007	WHITE	BLACK	M	(38.96188, -77.088985)	1
01/19/2016	17:21:00	2nd district, Bethesda	SHOEMAKER FARM LA @ WILLARD AVE	2007	WHITE	BLACK	M	(38.96188, -77.088985)	1
01/19/2016	17:21:00	2nd district, Bethesda	SHOEMAKER FARM LA @ WILLARD AVE	2007	WHITE	BLACK	M	(38.96188, -77.088985)	1
01/29/2013	10:36:00	2nd district, Bethesda	N/B WESTBARD AVE @ WESTBARD CIR	2005	WHITE	WHITE	F	(38.961881, -77.1066939166667)	1
04/06/2015	16:43:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2004	RED	WHITE	F	(38.9618833333333, -77.0884666666667)	1
02/16/2016	21:36:00	2nd district, Bethesda	RIVER ROAD AT CLIPPER LANE	2002	SILVER	WHITE	M	(38.9618916666667, -77.1026266666667)	1
02/16/2016	21:36:00	2nd district, Bethesda	RIVER ROAD AT CLIPPER LANE	2002	SILVER	WHITE	M	(38.9618916666667, -77.1026266666667)	1
02/16/2016	21:36:00	2nd district, Bethesda	RIVER ROAD AT CLIPPER LANE	2002	SILVER	WHITE	M	(38.9618916666667, -77.1026266666667)	1
02/06/2013	10:08:00	2nd district, Bethesda	N/B WESTBARD AVE @ WESTBARD CIR	2004	SILVER	WHITE	M	(38.9618928166667, -77.1066688)	1
03/09/2019	20:20:00	2nd district, Bethesda	WILLARD AVE AT THE HILLZ PLZ	2017	BLACK	ASIAN	M	(38.9618983333333, -77.08868)	1
05/28/2013	21:29:00	2nd district, Bethesda	WILLARD RD @ RIVER RD	2013	BLACK	WHITE	M	(38.9618983333333, -77.0992133333333)	1
05/28/2013	21:29:00	2nd district, Bethesda	WILLARD RD @ RIVER RD	2013	BLACK	WHITE	M	(38.9618983333333, -77.0992133333333)	1
05/28/2013	21:29:00	2nd district, Bethesda	WILLARD RD @ RIVER RD	2013	BLACK	WHITE	M	(38.9618983333333, -77.0992133333333)	1
11/20/2013	09:48:00	2nd district, Bethesda	WISCONSIN CIR/355	2012	WHITE	BLACK	M	(38.96191, -77.0857483333333)	1
04/15/2015	15:12:00	2nd district, Bethesda	FRIENDSHIP BLVD AT WIILARD AVE	2006	BLUE, DARK	WHITE	F	(38.9619116666667, -77.0893683333333)	1
04/15/2015	15:12:00	2nd district, Bethesda	FRIENDSHIP BLVD AT WIILARD AVE	2006	BLUE, DARK	WHITE	F	(38.9619116666667, -77.0893683333333)	1
04/15/2015	15:12:00	2nd district, Bethesda	FRIENDSHIP BLVD AT WIILARD AVE	2006	BLUE, DARK	WHITE	F	(38.9619116666667, -77.0893683333333)	1
04/15/2015	15:12:00	2nd district, Bethesda	FRIENDSHIP BLVD AT WIILARD AVE	2006	BLUE, DARK	WHITE	F	(38.9619116666667, -77.0893683333333)	1
04/15/2015	15:12:00	2nd district, Bethesda	FRIENDSHIP BLVD AT WIILARD AVE	2006	BLUE, DARK	WHITE	F	(38.9619116666667, -77.0893683333333)	1
02/03/2016	17:34:00	2nd district, Bethesda	WESTBARD AVE @ WESTBARD CIRCLE	2004	BLACK	WHITE	M	(38.9619133333333, -77.1067433333333)	1
09/05/2013	14:32:00	1st district, Rockville	THE HILLS PLAZA & WEST WILLARD	2013	SILVER	BLACK	M	(38.96191715, -77.0863731833333)	1
01/06/2012	07:21:00	2nd district, Bethesda	WILLARD AVE/RIVER RD	2000	SILVER	WHITE	F	(38.9619248833333, -77.0992339)	1
05/18/2016	22:02:00	2nd district, Bethesda	RIVER RD / LITTLE FALLS PKWY	2015	BLACK	WHITE	F	(38.9619266666667, -77.099405)	1
05/18/2016	22:02:00	2nd district, Bethesda	RIVER RD / LITTLE FALLS PKWY	2015	BLACK	WHITE	F	(38.9619266666667, -77.099405)	1
01/25/2013	11:29:00	2nd district, Bethesda	N/B WESTBARD AVE @ WESTBARD CIR	2005	BLACK	ASIAN	F	(38.9619281, -77.1065183666667)	1
06/30/2015	18:50:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2011	SILVER	WHITE	F	(38.9619316666667, -77.0884933333333)	1
04/20/2015	15:19:00	2nd district, Bethesda	RIVER RD/ LITTLE FALLS PKWY	2000	GREEN, DK	WHITE	F	(38.9619316666667, -77.1022433333333)	1
10/05/2018	10:38:00	2nd district, Bethesda	RIVER ROAD/LITTLE FALLS PKWY	2002	RED	WHITE	M	(38.9619416666667, -77.1023333333333)	1
09/05/2013	14:48:00	1st district, Rockville	THE HILLS PLAZA & WEST WILLARD	2006	GRAY	WHITE	M	(38.96194705, -77.0846068333333)	1
02/05/2018	16:22:00	2nd district, Bethesda	WISCONSIN CIRCLE AND WESTERN AVE	2006	SILVER	BLACK	M	(38.96195, -77.0850766666667)	1
02/05/2018	16:22:00	2nd district, Bethesda	WISCONSIN CIRCLE AND WESTERN AVE	2006	SILVER	BLACK	M	(38.96195, -77.0850766666667)	1
02/05/2018	16:22:00	2nd district, Bethesda	WISCONSIN CIRCLE AND WESTERN AVE	2006	SILVER	BLACK	M	(38.96195, -77.0850766666667)	1
02/05/2018	16:22:00	2nd district, Bethesda	WISCONSIN CIRCLE AND WESTERN AVE	2006	SILVER	BLACK	M	(38.96195, -77.0850766666667)	1
02/05/2018	16:22:00	2nd district, Bethesda	WISCONSIN CIRCLE AND WESTERN AVE	2006	SILVER	BLACK	M	(38.96195, -77.0850766666667)	1
02/05/2018	16:22:00	2nd district, Bethesda	WISCONSIN CIRCLE AND WESTERN AVE	2006	SILVER	BLACK	M	(38.96195, -77.0850766666667)	1
10/27/2016	11:28:00	2nd district, Bethesda	FRIENDSHIP BLVD/WILLARD AVE	2011	SILVER	WHITE	F	(38.96195, -77.0888616666667)	1
11/20/2012	12:00:00	2nd district, Bethesda	WILLARD AVE. @ WESTERN AVE.	2008	BLUE, LIGHT	BLACK	M	(38.961955, -77.0850414833333)	1
08/13/2016	15:48:00	2nd district, Bethesda	EAST WEST HWY AT WAVERLY ST	1997	RED	HISPANIC	M	(38.961955, -77.0863266666667)	1
08/13/2016	15:48:00	2nd district, Bethesda	EAST WEST HWY AT WAVERLY ST	1997	RED	HISPANIC	M	(38.961955, -77.0863266666667)	1
08/13/2016	15:48:00	2nd district, Bethesda	EAST WEST HWY AT WAVERLY ST	1997	RED	HISPANIC	M	(38.961955, -77.0863266666667)	1
08/13/2016	15:48:00	2nd district, Bethesda	EAST WEST HWY AT WAVERLY ST	1997	RED	HISPANIC	M	(38.961955, -77.0863266666667)	1
01/29/2013	10:47:00	2nd district, Bethesda	N/B WESTBARD AVE @ WESTBARD CIR	2004	SILVER	WHITE	M	(38.9619563833333, -77.1065445833333)	1
02/18/2016	18:15:00	2nd district, Bethesda	WISCONSIN AVE @ WILLARD AVE	2007	GRAY	BLACK	M	(38.9619566666667, -77.0849416666667)	1
02/18/2016	18:15:00	2nd district, Bethesda	WISCONSIN AVE @ WILLARD AVE	2007	GRAY	BLACK	M	(38.9619566666667, -77.0849416666667)	1
02/24/2016	07:05:00	2nd district, Bethesda	RIVER RD AND BUTLER RD	2009	SILVER	WHITE	M	(38.96197, -77.0995366666667)	1
02/24/2016	07:08:00	2nd district, Bethesda	RIVER RD AND BUTLER RD	2001	BLUE	WHITE	M	(38.96197, -77.0995366666667)	1
02/24/2016	07:05:00	2nd district, Bethesda	RIVER RD AND BUTLER RD	2009	SILVER	WHITE	M	(38.96197, -77.0995366666667)	1
04/21/2017	21:28:00	2nd district, Bethesda	WISCONSIN AVE @ WISCONSIN CIR	2012	GRAY	BLACK	M	(38.9619716666667, -77.0858066666667)	1
06/25/2013	19:28:00	2nd district, Bethesda	FRIENDSHIP BLVD @ WILLARD AVE	2011	BLACK	WHITE	M	(38.9619816666667, -77.089015)	1
06/25/2013	19:28:00	2nd district, Bethesda	FRIENDSHIP BLVD @ WILLARD AVE	2011	BLACK	WHITE	M	(38.9619816666667, -77.089015)	1
08/06/2014	23:49:00	2nd district, Bethesda	RAMP FROM CLARA BARTON PK @ MACARTHUR BV	2006	GRAY	WHITE	M	(38.9619816666667, -77.1344716666667)	1
08/06/2014	23:49:00	2nd district, Bethesda	RAMP FROM CLARA BARTON PK @ MACARTHUR BV	2006	GRAY	WHITE	M	(38.9619816666667, -77.1344716666667)	1
08/06/2014	23:49:00	2nd district, Bethesda	RAMP FROM CLARA BARTON PK @ MACARTHUR BV	2006	GRAY	WHITE	M	(38.9619816666667, -77.1344716666667)	1
11/22/2015	15:35:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2004	RED	WHITE	F	(38.9619916666667, -77.08488)	1
06/05/2018	04:08:00	2nd district, Bethesda	WILLARD AVE / FRIENDSHIP BLVD	2013	GRAY	BLACK	M	(38.9619916666667, -77.089045)	1
02/12/2015	20:07:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2009	GRAY	WHITE	F	(38.9619933333333, -77.0993516666667)	1
03/22/2017	12:19:00	2nd district, Bethesda	WISCONSIN AVE/SOUTH PARK AVE	2001	BEIGE	HISPANIC	F	(38.961995, -77.0866166666667)	1
11/19/2016	03:06:00	2nd district, Bethesda	WILLARD AVE/ WISCONSIN AVE			HISPANIC	M	(38.961995, -77.08787)	1
07/13/2016	17:02:00	Headquarters and Special Operations	WISCONSIN AVENUE/WILLARD AVENUE	2012	BLUE, DARK	HISPANIC	M	(38.9619966666667, -77.0865033333333)	1
07/13/2016	17:02:00	Headquarters and Special Operations	WISCONSIN AVENUE/WILLARD AVENUE	2012	BLUE, DARK	HISPANIC	M	(38.9619966666667, -77.0865033333333)	1
04/22/2015	07:56:00	2nd district, Bethesda	MASSACHUSETTES AVE/SANGAMORE RD	2013	BLACK	WHITE	M	(38.9620116666667, -77.1192166666667)	1
07/06/2016	12:46:00	2nd district, Bethesda	5611 MASSACHUSETTS AVE	2007	WHITE	HISPANIC	M	(38.9620166666667, -77.118705)	1
04/26/2016	19:31:00	2nd district, Bethesda	WISCONSIN CIR/WESTERN AVE	2012	BLACK	BLACK	F	(38.9620183333333, -77.085695)	1
09/05/2013	14:11:00	Headquarters and Special Operations	HILLS PLAZA AND WILLARD	2012	BLACK	BLACK	M	(38.96202, -77.0880083333333)	1
09/05/2013	14:11:00	Headquarters and Special Operations	HILLS PLAZA AND WILLARD	2012	BLACK	BLACK	M	(38.96202, -77.0880083333333)	1
09/05/2013	14:11:00	Headquarters and Special Operations	HILLS PLAZA AND WILLARD	2012	BLACK	BLACK	M	(38.96202, -77.0880083333333)	1
08/19/2014	07:22:00	2nd district, Bethesda	WILLARD/THE HILLS PLZ	2009	BLUE, LIGHT	WHITE	F	(38.96202, -77.08868)	1
05/25/2018	15:45:00	2nd district, Bethesda	WISCONSIN AVE/WILLARD AVE	2011	GRAY	WHITE	M	(38.9620216666667, -77.0861916666667)	1
05/25/2018	15:45:00	2nd district, Bethesda	WISCONSIN AVE/WILLARD AVE	2011	GRAY	WHITE	M	(38.9620216666667, -77.0861916666667)	1
04/11/2018	15:30:00	2nd district, Bethesda	WISCONSIN AVE @ WILLARD AVE	2011	WHITE	HISPANIC	F	(38.9620266666667, -77.08531)	1
08/17/2016	18:02:00	2nd district, Bethesda	RIVER RD / LITTLE FALLS PKWY	2010	RED	OTHER	M	(38.9620283333333, -77.0993083333333)	1
04/30/2018	18:43:00	2nd district, Bethesda	5327 WILLARD AVE	2006	WHITE	BLACK	M	(38.9620333333333, -77.09569)	1
04/30/2018	18:43:00	2nd district, Bethesda	5327 WILLARD AVE	2006	WHITE	BLACK	M	(38.9620333333333, -77.09569)	1
04/30/2018	18:43:00	2nd district, Bethesda	5327 WILLARD AVE	2006	WHITE	BLACK	M	(38.9620333333333, -77.09569)	1
04/30/2018	18:43:00	2nd district, Bethesda	5327 WILLARD AVE	2006	WHITE	BLACK	M	(38.9620333333333, -77.09569)	1
04/30/2018	18:43:00	2nd district, Bethesda	5327 WILLARD AVE	2006	WHITE	BLACK	M	(38.9620333333333, -77.09569)	1
02/22/2012	10:45:00	2nd district, Bethesda	MAC ARTHUR BLVD / WALHONDING RD	2001	WHITE	HISPANIC	M	(38.9620384, -77.088219)	1
03/01/2019	12:01:00	2nd district, Bethesda	WILLARD AVE/RIVER RD	2007	GOLD	HISPANIC	F	(38.9620433333333, -77.099405)	1
02/22/2016	09:32:00	4th district, Wheaton	WISCONSIN AVE / DORSET AVE	2006	BEIGE	WHITE	F	(38.962045, -77.086535)	1
05/27/2018	12:11:00	2nd district, Bethesda	THE HILLS PLAZA@ WILLARD AVE	2018	BLACK	WHITE	F	(38.96206, -77.0886566666667)	1
09/05/2013	14:26:00	Headquarters and Special Operations	WILLARD AND HILLS PLAZA	2008	WHITE	BLACK	M	(38.96207, -77.0851)	1
04/06/2015	17:46:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	0	RED	BLACK	M	(38.96207, -77.0890783333333)	1
09/21/2017	19:37:00	2nd district, Bethesda	WISCONSIN AVENUE AT WILLARD AVENUE	2003	WHITE	HISPANIC	M	(38.9620733333333, -77.0863666666667)	1
10/21/2015	18:11:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2015	WHITE	WHITE	F	(38.96208, -77.0895516666667)	1
10/07/2017	11:11:00	2nd district, Bethesda	WISCONSIN AVE@ WILLARD AVE	2011	GRAY	ASIAN	M	(38.9620816666667, -77.0865483333333)	1
06/30/2015	19:13:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2011	SILVER	WHITE	F	(38.962085, -77.0893433333333)	1
12/02/2017	00:09:00	2nd district, Bethesda	S/B WISCONSIN AVE AND WILLARD	2016	SILVER	WHITE	F	(38.9620866666667, -77.0867233333333)	1
10/21/2015	17:33:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2009	YELLOW	WHITE	F	(38.9620933333333, -77.0871883333333)	1
03/29/2016	16:08:00	2nd district, Bethesda	MASSACHUSETTS AVE AND WALHONDING RD	2009	SILVER	OTHER	F	(38.9621033333333, -77.119325)	1
07/21/2013	22:17:00	4th district, Wheaton	UPPINGHAM ST/  TRENT ST	2008	SILVER	BLACK	F	(38.96211, -77.10182)	1
05/02/2016	14:38:00	2nd district, Bethesda	RIVER RD @ WILLARD RD	2012	BLACK	WHITE	F	(38.962115, -77.095705)	1
05/02/2016	14:38:00	2nd district, Bethesda	RIVER RD @ WILLARD RD	2012	BLACK	WHITE	F	(38.962115, -77.095705)	1
05/23/2018	17:40:00	2nd district, Bethesda	WILLARD AVE AT SHOEMAKER FARM LN	1988	WHITE	WHITE	M	(38.9621166666667, -77.090655)	1
05/23/2018	17:40:00	2nd district, Bethesda	WILLARD AVE AT SHOEMAKER FARM LN	1988	WHITE	WHITE	M	(38.9621166666667, -77.090655)	1
11/13/2015	09:39:00	2nd district, Bethesda	MASSACHUSSETTS AVE. @ SANGAMORE RD S/B	2007	SILVER	BLACK	F	(38.9621166666667, -77.11935)	1
10/28/2015	18:29:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2014	BLACK	WHITE	F	(38.962125, -77.0957883333333)	1
09/28/2014	05:19:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2010	GRAY	BLACK	M	(38.962125, -77.13441)	1
09/28/2014	05:19:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2010	GRAY	BLACK	M	(38.962125, -77.13441)	1
07/01/2015	05:03:00	2nd district, Bethesda	FRIENDSHIP BLV /  WILLARD AVE	2011	BLUE, LIGHT	BLACK	M	(38.9621266666667, -77.0891583333333)	1
07/06/2016	11:45:00	2nd district, Bethesda	MASSACHUSETTS AVE AND WESTBARD AVE	2006	WHITE	WHITE	M	(38.9621316666667, -77.1147)	1
08/21/2014	04:09:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2011	SILVER	HISPANIC	M	(38.962135, -77.13461)	1
01/14/2017	21:24:00	2nd district, Bethesda	5400BLK WISCONSIN AVE	2015	WHITE	BLACK	M	(38.9621366666667, -77.08624)	1
07/17/2015	22:47:00	2nd district, Bethesda	WILLARD / RIVER	2007	BLUE	WHITE	M	(38.9621366666667, -77.0995466666667)	1
04/13/2018	12:25:00	2nd district, Bethesda	RIVER RD @ BUTLER RD	2017	BLUE, LIGHT	WHITE	F	(38.9621466666667, -77.0998166666667)	1
05/29/2012	17:10:00	2nd district, Bethesda	WILLARD AVENUE @ FRIENDSHIP BLVD	2010	BLACK	WHITE	F	(38.9621524333333, -77.0890452833333)	1
02/01/2016	08:52:00	3rd district, Silver Spring	WISCONSIN AVE @ WILLARD AVE	2009	SILVER	WHITE	F	(38.9621533333333, -77.087655)	1
02/01/2016	08:52:00	3rd district, Silver Spring	WISCONSIN AVE @ WILLARD AVE	2009	SILVER	WHITE	F	(38.9621533333333, -77.087655)	1
05/10/2017	22:35:00	2nd district, Bethesda	WISCONSIN AVE @ WILLARD AVE	2005	BLACK	WHITE	M	(38.962165, -77.0861316666667)	1
05/10/2017	22:35:00	2nd district, Bethesda	WISCONSIN AVE @ WILLARD AVE	2005	BLACK	WHITE	M	(38.962165, -77.0861316666667)	1
09/29/2015	19:21:00	2nd district, Bethesda	WISCONSIN CIRCLE / WISCONSIN AVE	2014	GRAY	WHITE	F	(38.9621683333333, -77.085495)	1
09/29/2015	19:21:00	2nd district, Bethesda	WISCONSIN CIRCLE / WISCONSIN AVE	2014	GRAY	WHITE	F	(38.9621683333333, -77.085495)	1
04/04/2015	17:07:00	2nd district, Bethesda	WILLARD AVE @ THE HILLS PLZ	2007	GOLD	OTHER	M	(38.9621716666667, -77.0900266666667)	1
11/15/2015	16:54:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2005	BLACK	BLACK	F	(38.962175, -77.0946133333333)	1
11/02/2014	21:38:00	2nd district, Bethesda	4500 BLOCK WILLARD AVE	2010	WHITE	NATIVE AMERICAN	U	(38.962185, -77.090445)	1
04/06/2015	17:33:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2010	BLACK	BLACK	M	(38.9621916666667, -77.0870683333333)	1
04/06/2015	17:33:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2010	BLACK	BLACK	M	(38.9621916666667, -77.0870683333333)	1
02/25/2017	17:14:00	2nd district, Bethesda	RIVER RD / GREYSTONE ST	2012	BLACK	WHITE	M	(38.9622016666667, -77.0999033333333)	1
10/19/2017	12:38:00	2nd district, Bethesda	FRIENDSHIP BV/SOUTH PARK AVE	2007	GRAY	ASIAN	F	(38.9622066666667, -77.08771)	1
02/21/2017	16:54:00	2nd district, Bethesda	RIVER RD/VENTNOR RD	2008	WHITE	WHITE	F	(38.9622083333333, -77.0998916666667)	1
02/21/2017	16:54:00	2nd district, Bethesda	RIVER RD/VENTNOR RD	2008	WHITE	WHITE	F	(38.9622083333333, -77.0998916666667)	1
02/21/2017	16:54:00	2nd district, Bethesda	RIVER RD/VENTNOR RD	2008	WHITE	WHITE	F	(38.9622083333333, -77.0998916666667)	1
06/01/2013	01:59:00	5th district, Germantown	355 AND DRUMMOND	2006	WHITE	WHITE	F	(38.9622335333333, -77.0862342833333)	1
06/01/2013	02:39:00	5th district, Germantown	270 AND 370	1993	GREEN	WHITE	F	(38.9622335333333, -77.0862342833333)	1
10/25/2014	00:59:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2011	WHITE	BLACK	M	(38.9622383333333, -77.134605)	1
10/25/2014	00:59:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2011	WHITE	BLACK	M	(38.9622383333333, -77.134605)	1
07/22/2015	02:10:00	2nd district, Bethesda	WILLIARD / FRIENDSHIP	2009	SILVER	WHITE	M	(38.9622466666667, -77.0881116666667)	1
09/05/2013	13:21:00	1st district, Rockville	WILLARD AVE & THE HILLS PLAZA	2012	SILVER	WHITE	F	(38.96224785, -77.0896958666667)	1
09/05/2017	17:11:00	2nd district, Bethesda	E/B RIVER AND LITTLE FALLS PKWY	2009	SILVER	WHITE	M	(38.9622566666667, -77.10004)	1
09/09/2014	23:29:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2014	BROWN	WHITE	M	(38.9622566666667, -77.1347)	1
01/04/2012	17:51:00	2nd district, Bethesda	EB MASSACHUSETTS AVE / SANGAMORE RD	2011	MAROON	WHITE	M	(38.9622568666667, -77.12145315)	1
06/19/2015	18:00:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2003	BLACK	WHITE	F	(38.962265, -77.0958633333333)	1
05/04/2015	22:24:00	2nd district, Bethesda	355 AT WILLARD AVE	1993	BLUE	OTHER	F	(38.9622716666667, -77.08825)	1
06/26/2012	08:22:00	2nd district, Bethesda	5329 WESTBARD AVE	1999	SILVER	WHITE	M	(38.96228285, -77.1062662166667)	1
11/02/2015	20:01:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2006	BLACK	WHITE	F	(38.9622933333333, -77.0935583333333)	1
12/12/2017	10:14:00	2nd district, Bethesda	WILLARD AVE@ FRIENDSHIP BLVD	2015	GRAY	WHITE	F	(38.9622933333333, -77.094465)	1
09/29/2017	13:57:00	2nd district, Bethesda	RIVER RD/GREYSTONE ST	2015	BLACK	ASIAN	M	(38.962295, -77.09975)	1
12/09/2014	13:31:00	2nd district, Bethesda	WISCONSIN AVE/WISCONSIN CIR	2007	BLUE	WHITE	M	(38.9622966666667, -77.0863216666667)	1
12/09/2014	13:31:00	2nd district, Bethesda	WISCONSIN AVE/WISCONSIN CIR	2007	BLUE	WHITE	M	(38.9622966666667, -77.0863216666667)	1
12/09/2014	13:31:00	2nd district, Bethesda	WISCONSIN AVE/WISCONSIN CIR	2007	BLUE	WHITE	M	(38.9622966666667, -77.0863216666667)	1
12/09/2014	13:31:00	2nd district, Bethesda	WISCONSIN AVE/WISCONSIN CIR	2007	BLUE	WHITE	M	(38.9622966666667, -77.0863216666667)	1
03/16/2016	16:57:00	2nd district, Bethesda	WILLARD AVE/WISCONSIN AVE	2009	WHITE	WHITE	F	(38.9622983333333, -77.0863466666667)	1
04/06/2015	15:50:00	2nd district, Bethesda	WILLARD AVE @ RIVER RD	2002	BLUE	ASIAN	M	(38.9623033333333, -77.095415)	1
04/08/2013	09:52:00	2nd district, Bethesda	N/B 5329 WESTBARD AVE	2011	BLACK	WHITE	F	(38.9623065, -77.10629605)	1
10/11/2012	11:13:00	2nd district, Bethesda	MASS. AVE @ LITTLE FALLS PRKY N/B	2007	SILVER	WHITE	M	(38.96231165, -77.1015252333333)	1
05/10/2018	08:46:00	2nd district, Bethesda	SPRINGFIELD RD/CROMWELL DR	2015	BLUE, LIGHT	WHITE	F	(38.9623116666667, -77.1154916666667)	1
04/16/2018	10:58:00	2nd district, Bethesda	MASSACHUSETTS AVE@ SANGAMORE RD	2014	MAROON	WHITE	F	(38.9623133333333, -77.11985)	1
04/16/2018	10:58:00	2nd district, Bethesda	MASSACHUSETTS AVE@ SANGAMORE RD	2014	MAROON	WHITE	F	(38.9623133333333, -77.11985)	1
06/26/2012	08:16:00	2nd district, Bethesda	5329 WESTBARD AVE	2007	GRAY	WHITE	F	(38.96231525, -77.1063230333333)	1
12/16/2014	20:22:00	2nd district, Bethesda	4515 WILLARD AVE	2014	BLACK	OTHER	U	(38.9623166666667, -77.0904266666667)	1
03/22/2017	12:09:00	2nd district, Bethesda	WISCONSIN AVE/SOUTH PARK AVE	2016	GRAY	BLACK	F	(38.96232, -77.0866066666667)	1
07/14/2017	13:32:00	2nd district, Bethesda	THE HILLS PLAZA@ SOUTH PARK AVE	2010	GRAY	WHITE	F	(38.96232, -77.0889933333333)	1
10/14/2014	00:14:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2016	GRAY	WHITE	M	(38.9623216666667, -77.1346116666667)	1
